enrollee_id,target,mobility_persona,last_job_change_bin_norm,training_hours_bin,education_level,experience_clean,company_size_bin
17456,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,5.0,Mid
24933,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,10.0,Large
23982,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Mid
21273,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,3.0,Mid
19062,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,21.0,Small
5545,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,14.0,Enterprise
23950,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Small
33109,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Very Small
15825,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Small
20336,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,17.0,Mid
26869,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Small
9913,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,18.0,Mid
32978,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Enterprise
29528,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,16.0,Small
7057,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Large
9611,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,6.0,Mid
29876,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Small
24206,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,5.0,Very Small
33362,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,16.0,Enterprise
26579,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Mid
17488,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,1.0,Mid
13048,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,6.0,Small
5950,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,2.0,Large
16029,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,3.0,Mid
22009,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Small
22284,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,2.0,Mid
28651,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,14.0,Very Small
25568,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Primary School,5.0,Mid
15594,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Small
11116,1.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Mid
23954,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
30562,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Small
32131,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,11.0,Mid
32416,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Mid
8703,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Mid
27906,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,21.0,Enterprise
13261,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
32716,0.0,Early-Career Explorer,<=1 year,Very High (101+),Phd,17.0,Small
7306,0.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,15.0,Mid
23819,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
31042,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,14.0,Mid
11671,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Small
28201,0.0,Anchored Contributor,4-5 years,Low (0-25),Phd,11.0,Mid
119,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,9.0,Very Small
16818,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Small
25632,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,9.0,Mid
9532,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,2.0,Very Small
18760,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Mid
14323,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
5044,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,18.0,Very Small
33212,1.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Mid
31851,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,11.0,Enterprise
4646,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,2.0,Mid
16806,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Mid
29661,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,0.0,Mid
21079,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Mid
12647,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,3.0,Very Small
4929,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Mid
25334,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,21.0,Small
12661,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,19.0,Mid
18952,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,7.0,Very Small
10771,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,20.0,Very Small
19971,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),High School,21.0,Very Small
4739,1.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,3.0,Very Small
16565,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,5.0,Small
32120,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,15.0,Mid
11182,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,11.0,Small
11810,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,8.0,Mid
1809,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,5.0,Mid
30204,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
24440,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,3.0,Very Small
24413,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,8.0,Mid
30731,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Enterprise
13308,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Enterprise
2412,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,12.0,Very Small
10004,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Phd,12.0,Mid
19449,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,7.0,Mid
22721,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Mid
5324,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,14.0,Enterprise
633,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,14.0,Very Small
32878,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,17.0,Enterprise
4195,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Mid
24785,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Enterprise
29778,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,1.0,Mid
18770,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,10.0,Enterprise
29225,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Enterprise
289,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Mid
23015,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,4.0,Very Small
13909,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,7.0,Mid
23888,0.0,Early-Career Explorer,<=1 year,Very High (101+),Primary School,7.0,Mid
17996,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Mid
11313,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
21119,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,6.0,Mid
7283,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Mid
5034,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Mid
9814,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Enterprise
11305,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Mid
9070,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,5.0,Large
23302,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
17469,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Mid
13084,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,10.0,Mid
18823,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Enterprise
20593,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,14.0,Enterprise
30436,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Enterprise
32957,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,4.0,Enterprise
31993,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,16.0,Mid
15036,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
6517,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Mid
15008,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,1.0,Mid
8299,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,10.0,Enterprise
3401,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Small
29053,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,3.0,Mid
21517,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,11.0,Enterprise
7299,0.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,1.0,Mid
19590,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,7.0,Mid
33237,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,14.0,Very Small
29857,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Enterprise
2403,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Enterprise
14109,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Mid
2479,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Mid
32448,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,11.0,Mid
9905,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,15.0,Mid
27781,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,0.0,Mid
14812,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,19.0,Large
18804,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,10.0,Large
6508,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,19.0,Enterprise
3409,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,21.0,Very Small
10931,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,13.0,Mid
20672,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,14.0,Mid
30744,1.0,Early-Career Explorer,<=1 year,High (51-100),High School,0.0,Very Small
11874,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,7.0,Mid
3720,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,21.0,Large
8826,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
9923,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,11.0,Very Small
32937,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,16.0,Small
30134,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,4.0,Mid
13708,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
18086,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,0.0,Small
24223,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,7.0,Large
23712,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,14.0,Enterprise
3292,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Small
28306,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,21.0,Enterprise
1934,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Very Small
32818,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,2.0,Very Small
32065,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,6.0,Small
30469,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,18.0,Mid
23154,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
23487,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,21.0,Mid
17737,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,4.0,Small
19629,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,7.0,Very Small
15096,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,17.0,Mid
67,0.0,Early-Career Explorer,<=1 year,Low (0-25),Phd,10.0,Very Small
12894,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,4.0,Small
5267,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,11.0,Enterprise
13093,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Mid
32611,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,9.0,Mid
343,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Mid
22084,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,9.0,Mid
19214,1.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,3.0,Small
23398,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,15.0,Small
27503,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,9.0,Enterprise
29444,1.0,Early-Career Explorer,<=1 year,Low (0-25),Phd,10.0,Small
18277,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,21.0,Enterprise
664,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,6.0,Small
21101,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Mid
20929,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,5.0,Mid
28882,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Mid
10566,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,15.0,Enterprise
26717,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,16.0,Enterprise
23306,1.0,Early-Career Explorer,<=1 year,Low (0-25),High School,7.0,Mid
26991,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Very Small
10743,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Small
20366,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,9.0,Mid
25400,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,2.0,Mid
23058,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Mid
6541,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
2243,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Small
29656,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
28364,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Very Small
18602,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Very Small
1956,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,2.0,Very Small
25537,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,21.0,Enterprise
9730,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,8.0,Mid
21221,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,15.0,Enterprise
1911,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,6.0,Very Small
12428,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,10.0,Enterprise
14858,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Enterprise
10451,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,5.0,Mid
7291,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
888,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Mid
8961,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,6.0,Mid
30938,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,9.0,Large
31314,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,2.0,Very Small
1944,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Very Small
25501,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,5.0,Mid
29458,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
4241,1.0,Early-Career Explorer,<=1 year,Low (0-25),High School,5.0,Mid
32998,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,14.0,Enterprise
27914,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,2.0,Very Small
15528,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Primary School,5.0,Enterprise
31430,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
4574,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,8.0,Mid
8603,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,7.0,Mid
29514,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
10867,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,2.0,Mid
21252,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,5.0,Mid
9,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
23585,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,6.0,Large
3940,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Small
28426,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Small
31486,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,3.0,Small
18143,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,4.0,Small
18583,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Mid
26290,1.0,Early-Career Explorer,<=1 year,High (51-100),High School,4.0,Mid
1119,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,19.0,Mid
16002,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,8.0,Small
13676,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,8.0,Mid
27859,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Small
15262,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,9.0,Very Small
21582,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Mid
29141,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,14.0,Very Small
13812,0.0,Anchored Contributor,4-5 years,Low (0-25),Phd,21.0,Mid
25490,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,2.0,Very Small
2435,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,17.0,Mid
18326,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,2.0,Mid
32146,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,8.0,Enterprise
23320,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,1.0,Mid
27777,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Enterprise
15669,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
26348,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,13.0,Small
32176,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,2.0,Very Small
16257,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,16.0,Mid
15667,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,10.0,Enterprise
25232,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,15.0,Mid
32684,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Mid
19207,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,9.0,Mid
3461,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,16.0,Mid
17573,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,13.0,Mid
26299,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
25172,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Enterprise
13018,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
13359,1.0,Anchored Contributor,4-5 years,Low (0-25),Masters,7.0,Enterprise
16609,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,9.0,Small
31682,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,6.0,Small
12073,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
14219,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,13.0,Small
28966,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,13.0,Mid
4698,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,13.0,Mid
29801,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,5.0,Mid
10467,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Mid
29160,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,5.0,Mid
18844,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Large
21882,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,11.0,Enterprise
21404,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Enterprise
32093,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Very Small
11012,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,21.0,Mid
30566,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,0.0,Mid
4430,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,13.0,Very Small
8638,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,14.0,Small
16788,0.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,0.0,Mid
19574,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,8.0,Enterprise
16115,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,20.0,Mid
17863,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Mid
17942,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,8.0,Small
21207,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,5.0,Small
19804,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,10.0,Enterprise
3080,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,9.0,Enterprise
18439,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,5.0,Very Small
17564,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,14.0,Enterprise
